U,V,Y,Unnamed: 4,Time
0.076509969,8.454052261,4.516853407,0.000302033,02/01/2023 07:00
0.131147611,7.906616865,2.447655807,0.00030292,02/01/2023 08:00
0.179680662,8.301062643,1.152264709,0.000299829,02/01/2023 09:00
0.007747285,6.970363454,28.77693025,0.000298618,02/01/2023 10:00
0.023048301,7.592365862,14.35767928,0.000299163,02/01/2023 11:00
0.02842132,7.427989329,12.60603209,0.000300339,02/01/2023 12:00
0.027314237,7.860732475,13.48187015,0.000303869,02/01/2023 13:00
0.091745387,6.960546941,3.853781827,0.000303162,02/01/2023 14:00
0.004982755,7.694323955,46.5965422,0.000299372,02/01/2023 15:00
0.018643496,7.771380896,16.82815303,0.000298799,02/01/2023 16:00
0.056136543,7.610364669,6.418297669,0.00030257,02/01/2023 17:00
0.104408792,6.912301799,3.555716897,0.000304113,02/01/2023 18:00
0.105577983,7.346037529,3.982395613,0.000302277,02/01/2023 19:00
0.089683128,6.377579983,4.061191254,0.00029887,02/01/2023 20:00
0.004331056,6.530735408,126.9296014,0.000299359,02/01/2023 21:00
0.050180582,11.71981936,8.144568234,0.000201229,02/01/2023 22:00
0.098866706,10.50591011,4.1274951,0.000202497,02/01/2023 23:00
0.06779939,10.86417259,6.018400819,0.000198863,03/01/2023 00:00
0.032931089,10.79517347,10.01313617,0.000205921,03/01/2023 01:00
0.02566202,11.09506903,14.49656441,0.000197075,03/01/2023 02:00
0.08758872,10.06180462,4.58946915,0.000196759,03/01/2023 03:00
0.08011888,10.24451879,5.43961692,0.000195287,03/01/2023 04:00
0.119146473,9.044501188,2.500079516,0.000199024,03/01/2023 05:00
0.110588721,10.26318669,3.341052382,0.000195662,03/01/2023 06:00
0.083051656,9.61617904,3.565012949,0.000198997,03/01/2023 07:00
0.297769045,9.544668981,0.865226232,0.000206481,03/01/2023 08:00
0.143285453,8.780226393,2.63072523,0.000197035,03/01/2023 09:00
0.030487361,9.023953077,11.25909141,0.00029562,03/01/2023 10:00
0.07605869,8.08507332,4.197967273,0.000300671,03/01/2023 11:00
0.133967141,7.409819236,2.142832776,0.000300708,03/01/2023 12:00
0.178529404,7.531568508,2.163064262,0.000298974,03/01/2023 13:00
0.008479376,7.465944001,28.98674719,0.000307722,03/01/2023 14:00
0.034908633,10.69333297,10.09740168,0.000205745,03/01/2023 15:00
0.023515725,10.62776844,14.37906769,0.000200863,03/01/2023 16:00
0.082547094,9.862614956,4.289835519,0.000196023,03/01/2023 17:00
0.083908921,10.00311569,3.842571122,0.000197922,03/01/2023 18:00
0.120853991,9.454886789,2.944513814,0.000200191,03/01/2023 19:00
0.11599661,9.602630984,3.594637237,0.000197916,03/01/2023 20:00
0.081507229,8.926230353,5.058078175,0.000208311,03/01/2023 21:00
0.291704246,8.926097878,0.975571105,0.000210145,03/01/2023 22:00
0.14217326,8.711154149,3.023055749,0.000203494,03/01/2023 23:00
0.027943528,8.486472283,11.8045465,0.000295207,04/01/2023 00:00
0.078140489,8.083150077,5.430599998,0.000300957,04/01/2023 01:00
0.136215705,7.790495189,3.160779264,0.000294551,04/01/2023 02:00
0.178066454,7.785751617,1.823011315,0.00030411,04/01/2023 03:00
0.012994351,7.555959484,28.81966096,0.000305363,04/01/2023 04:00
0.028025291,8.037195364,14.75832648,0.000301407,04/01/2023 05:00
0.028524876,7.437866906,13.18370373,0.00029512,04/01/2023 06:00
0.13466354,32.80134256,2.230009805,3.18E-07,04/01/2023 07:00
0.050626079,31.51712301,4.184083467,-6.70E-06,04/01/2023 08:00
0.02987183,30.90083471,8.275924295,0.000108267,04/01/2023 09:00
0.354158484,34.02086683,1.210723538,9.34E-05,04/01/2023 10:00
0.274275408,24.60088471,0.970454815,0.000108603,04/01/2023 11:00
0.132496263,23.28909676,2.339067555,0.000101913,04/01/2023 12:00
0.299944965,18.39253829,1.116044135,9.79E-05,04/01/2023 13:00
0.064393143,18.38164661,5.087718417,9.93E-05,04/01/2023 14:00
0.014881227,17.84451817,22.61166754,9.89E-05,04/01/2023 15:00
0.061196033,16.08518713,5.744611723,9.80E-05,04/01/2023 16:00
0.032230097,16.64649463,11.59242341,9.94E-05,04/01/2023 17:00
0.021637624,17.22579019,17.04767971,0.000102982,04/01/2023 18:00
0.141261243,16.30391309,2.666134203,9.71E-05,04/01/2023 19:00
0.140032957,14.91169321,2.050636029,9.96E-05,04/01/2023 20:00
0.140118041,13.33819379,2.225118992,9.64E-05,04/01/2023 21:00
0.065817582,12.90189445,5.136691488,0.00010436,04/01/2023 22:00
0.122032892,11.91756082,3.247430554,0.000102184,04/01/2023 23:00
0.067942892,12.5052,5.18055253,0.000104441,05/01/2023 00:00
0.157219063,11.13932437,2.692957719,9.70E-05,05/01/2023 01:00
0.045840471,12.5892843,8.047897127,0.000200206,05/01/2023 02:00
0.092857771,6.660325694,3.480342518,0.000291125,05/01/2023 03:00
0.00553992,6.698247559,127.2198358,0.000303098,05/01/2023 04:00
0.124319602,6.802876335,2.485050715,0.000298372,05/01/2023 05:00
0.118922192,6.686391786,2.107556519,0.000294012,05/01/2023 06:00
0.007649669,5.801016109,54.50191258,0.000297853,05/01/2023 07:00
0.149206799,6.354410077,2.462908253,0.00029775,05/01/2023 08:00
0.081321762,5.79878811,3.138817955,0.000296933,05/01/2023 09:00
0.033437462,5.617204731,9.655922101,0.000302897,05/01/2023 10:00
0.022921098,6.788570846,15.07384325,0.000308494,05/01/2023 11:00
0.10560477,6.132914579,3.281558241,0.000400186,05/01/2023 12:00
0.117015862,5.444224203,3.071282452,0.000399768,05/01/2023 13:00
0.006801781,6.272185656,67.51677142,0.00040465,05/01/2023 14:00
0.044365813,5.581607015,7.754979028,0.000409624,05/01/2023 15:00
0.140178923,14.52580497,2.737163502,0.000105356,05/01/2023 16:00
0.143113963,13.58318838,2.771570392,0.000109606,05/01/2023 17:00
0.06467625,12.82233262,6.67923079,9.81E-05,05/01/2023 18:00
0.123007592,13.0229091,5.054583109,9.88E-05,05/01/2023 19:00
0.069542243,12.57800015,6.087566938,9.62E-05,05/01/2023 20:00
0.156730252,11.66399376,1.160408035,9.65E-05,05/01/2023 21:00
0.048784112,10.59607211,8.090532603,0.000200146,05/01/2023 22:00
0.098220519,11.36113722,4.498432365,0.000205999,05/01/2023 23:00
0.070231919,10.45213705,5.456002187,0.000194588,06/01/2023 00:00
0.035413309,11.08590091,10.82980052,0.00019937,06/01/2023 01:00
0.028726551,10.87602507,14.859963,0.000201225,06/01/2023 02:00
0.087569182,10.34054149,3.78998153,0.000200514,06/01/2023 03:00
0.085891658,9.872199053,3.352578019,0.000198207,06/01/2023 04:00
0.120587082,9.49529227,3.345347956,0.000204773,06/01/2023 05:00
0.114951164,9.43036631,2.645298953,0.000195687,06/01/2023 06:00
0.081931607,9.31928409,4.382029293,0.000202228,06/01/2023 07:00
0.292354583,9.128103882,0.242719671,0.000194799,06/01/2023 08:00
0.141737756,8.223643709,1.397581428,0.000201651,06/01/2023 09:00
0.027957344,8.810947699,11.76723858,0.000300974,06/01/2023 10:00
0.077508061,8.405200473,4.671777192,0.00030204,06/01/2023 11:00
0.130537314,7.966038963,2.769987448,0.000299311,06/01/2023 12:00
0.172874279,7.920341502,1.760809237,0.000304835,06/01/2023 13:00
0.016643321,8.285766551,27.86108734,0.000302153,06/01/2023 14:00
0.145910002,5.959091639,1.711630425,0.000298968,06/01/2023 15:00
0.080555299,6.482905121,4.045623216,0.00029086,06/01/2023 16:00
0.036881161,5.503659796,10.48684752,0.000299477,06/01/2023 17:00
0.023384338,6.075589309,15.70498926,0.000300408,06/01/2023 18:00
0.106835308,5.572308429,3.191049931,0.000391897,06/01/2023 19:00
0.114394762,6.438002567,2.243243757,0.000400955,06/01/2023 20:00
0.003745853,5.478998227,66.85463558,0.000405686,06/01/2023 21:00
0.044961422,5.680513831,6.829728675,0.000403652,06/01/2023 22:00
0.099848558,4.89899827,4.286383173,0.000390907,06/01/2023 23:00
0.146614628,5.71491479,1.593039102,0.000393626,07/01/2023 00:00
0.008226931,5.5211464,67.02276945,0.000401043,07/01/2023 01:00
0.153126148,4.864172196,2.003593582,0.000407707,07/01/2023 02:00
0.078410566,4.445288213,4.64210826,0.000404672,07/01/2023 03:00
0.106406813,4.229218985,3.690832717,0.000401692,07/01/2023 04:00
0.141776977,8.997010968,2.506153818,0.000201867,07/01/2023 05:00
0.031537536,8.263069691,12.41304575,0.000298184,07/01/2023 06:00
0.080468223,7.888651078,4.835706991,0.000300286,07/01/2023 07:00
0.134738614,7.918594905,2.920787656,0.000296686,07/01/2023 08:00
0.175789588,8.037014263,2.482311532,0.000301699,07/01/2023 09:00
0.016917661,8.010769195,29.38475041,0.000302439,07/01/2023 10:00
0.022432466,7.36214763,15.45710663,0.000307211,07/01/2023 11:00
0.026342912,6.995776222,12.03963617,0.000300905,07/01/2023 12:00
0.025581242,7.579936084,13.69614986,0.00030218,07/01/2023 13:00
0.091599171,7.205542423,4.052456229,0.000303084,07/01/2023 14:00
0.003362653,7.395023039,48.30630805,0.000300873,07/01/2023 15:00
0.019839185,7.219347037,16.23111119,0.000301212,07/01/2023 16:00
0.056474852,7.161474625,5.061334304,0.000301034,07/01/2023 17:00
0.099239455,7.352064121,2.865425601,0.000302394,07/01/2023 18:00
0.101741378,7.28677424,2.491051677,0.000303388,07/01/2023 19:00
0.091873539,6.821720302,3.541730352,0.000294593,07/01/2023 20:00
0.002624336,6.568018311,127.2686853,0.000299307,07/01/2023 21:00
0.125008338,6.141322405,1.729955356,0.000298298,07/01/2023 22:00
0.120102047,6.353656481,2.876151012,0.000301808,07/01/2023 23:00
0.00842755,5.29198052,53.78217655,0.000293797,08/01/2023 00:00
0.148320772,6.370938654,2.20837862,0.000298087,08/01/2023 01:00
0.079740876,6.376402024,4.196775534,0.000300074,08/01/2023 02:00
0.035195158,6.340195637,9.42951461,0.000299235,08/01/2023 03:00
0.021953817,5.976226851,15.34121634,0.00030406,08/01/2023 04:00
0.176022434,8.059994083,1.936458401,0.000298595,08/01/2023 05:00
0.017813451,7.092196141,27.87512895,0.000303147,08/01/2023 06:00
0.029018565,7.530950706,12.93686654,0.000302447,08/01/2023 07:00
0.0298539,7.872401128,12.41304123,0.000297055,08/01/2023 08:00
0.026974728,6.520285929,14.14454176,0.000299419,08/01/2023 09:00
0.088770841,7.760055412,3.562001978,0.000303955,08/01/2023 10:00
0.007256957,7.744091583,47.33381828,0.000295791,08/01/2023 11:00
0.026955233,7.017564273,15.8037086,0.000305148,08/01/2023 12:00
0.055906007,6.689695031,6.679606067,0.000293886,08/01/2023 13:00
0.102787872,6.954363336,4.265363352,0.000305094,08/01/2023 14:00
0.10848509,6.901520087,3.196842245,0.000304203,08/01/2023 15:00
0.091340825,6.674678348,3.161237016,0.000299886,08/01/2023 16:00
0.00047659,7.559648146,127.0120372,0.000293478,08/01/2023 17:00
0.128138555,7.157323393,3.211132745,0.000297693,08/01/2023 18:00
0.117451865,6.410752802,3.957412611,0.000300639,08/01/2023 19:00
0.007376247,6.302217449,54.05901173,0.000303567,08/01/2023 20:00
0.146082646,6.386191765,2.290903773,0.00030419,08/01/2023 21:00
0.080253746,6.65824357,5.343913266,0.000300414,08/01/2023 22:00
0.032092236,6.024940722,10.3888837,0.000297742,08/01/2023 23:00
0.019987422,5.732011128,15.30916381,0.000299463,09/01/2023 00:00
0.11193422,5.788603249,3.793540231,0.00039788,09/01/2023 01:00
0.118244342,5.692431938,3.341536795,0.000406623,09/01/2023 02:00
0.17425917,7.14259134,2.046364081,0.000295059,09/01/2023 03:00
0.013226644,7.547099483,27.28143673,0.000294037,09/01/2023 04:00
0.021903754,7.62192268,15.04295644,0.000299021,09/01/2023 05:00
0.026029744,7.183675754,12.62251466,0.000298793,09/01/2023 06:00
0.030871092,7.527374985,12.88021251,0.000306481,09/01/2023 07:00
0.090704102,7.784727483,3.304286659,0.000301424,09/01/2023 08:00
0.004450827,7.44592723,47.02677755,0.000299134,09/01/2023 09:00
0.020312929,7.735902612,16.90667521,0.000294229,09/01/2023 10:00
0.05382783,8.407335075,6.10553366,0.000300622,09/01/2023 11:00
0.102862196,6.952959806,3.838647507,0.000301049,09/01/2023 12:00
0.102506491,7.27353474,3.248964991,0.000292577,09/01/2023 13:00
0.091756205,7.108766535,3.524088409,0.000300129,09/01/2023 14:00
0.00038609,7.074499112,126.2069263,0.000298436,09/01/2023 15:00
0.123287468,6.268595609,2.479774535,0.000305215,09/01/2023 16:00
0.113027648,6.557599125,2.859833657,0.000302629,09/01/2023 17:00
0.005061783,6.100626269,55.15622525,0.00029991,09/01/2023 18:00
0.146765695,5.780742145,2.223793776,0.000297263,09/01/2023 19:00
0.145519409,6.834068847,1.69716093,0.0003048,09/01/2023 20:00
0.079547187,6.12873504,4.437783359,0.00029886,09/01/2023 21:00
0.03823444,5.801901907,10.33794621,0.0003049,09/01/2023 22:00
0.021956495,5.8694148,15.04263701,0.000299964,09/01/2023 23:00
0.111046028,5.82616631,2.324639963,0.000400638,10/01/2023 00:00
0.113524426,6.53831819,3.174687161,0.000404033,10/01/2023 01:00
0.006725917,6.218889538,67.78286092,0.000396892,10/01/2023 02:00
0.046461378,5.90456132,7.137544499,0.000399261,10/01/2023 03:00
0.100026417,5.313881534,3.285434322,0.000400368,10/01/2023 04:00
0.148949129,5.237618931,1.224674836,0.000398667,10/01/2023 05:00
0.007206057,6.226752444,67.3166026,0.000401025,10/01/2023 06:00
0.148549844,5.291601115,1.209940719,0.000405434,10/01/2023 07:00
0.077030489,5.867079085,4.534344497,0.000400935,10/01/2023 08:00
0.10653987,5.092587803,3.943270713,0.000404387,10/01/2023 09:00
0.229484317,4.298717299,1.287567299,0.000399696,10/01/2023 10:00
0.137141323,8.637326203,2.474793486,0.000203356,10/01/2023 11:00
0.034913723,7.84526636,11.58488966,0.000302519,10/01/2023 12:00
0.075594069,8.392881664,5.340040433,0.000302653,10/01/2023 13:00
0.131730026,7.789650135,2.852302097,0.000297231,10/01/2023 14:00
0.175570944,7.235807789,1.35883744,0.000295809,10/01/2023 15:00
0.008832449,7.310215733,28.38900073,0.000301174,10/01/2023 16:00
0.024868985,7.74996058,14.51192336,0.000301488,10/01/2023 17:00
0.028719126,7.13815174,12.28743826,0.000298716,10/01/2023 18:00
0.030157017,8.2709621,13.59558808,0.000295404,10/01/2023 19:00
0.089030839,7.61468257,2.929610543,0.000299171,10/01/2023 20:00
0.007697219,8.170674187,47.62223538,0.000298281,10/01/2023 21:00
0.021272085,6.915919399,16.34531535,0.000307121,10/01/2023 22:00
0.056834897,6.689693287,6.802809402,0.000298608,10/01/2023 23:00
0.102582381,7.575144851,3.519619162,0.00029558,11/01/2023 00:00
0.101788391,7.036901909,3.121868072,0.000303976,11/01/2023 01:00
0.092688048,6.811145099,5.027093562,0.000301637,11/01/2023 02:00
0.003336384,7.397598328,127.4881766,0.000299776,11/01/2023 03:00
0.125073252,6.063674017,2.634895993,0.000301999,11/01/2023 04:00
0.120436711,5.806879557,2.893963231,0.000302463,11/01/2023 05:00
0.006990576,6.359983818,55.38099943,0.000298826,11/01/2023 06:00
0.031264663,9.070314158,12.85171049,0.000299746,11/01/2023 07:00
0.076998817,8.921767277,4.99887439,0.000298746,11/01/2023 08:00
0.130586306,7.733053381,1.863954868,0.000292313,11/01/2023 09:00
0.172606314,8.001872366,1.572146573,0.000303936,11/01/2023 10:00
0.011527219,7.280718575,29.18872886,0.000299481,11/01/2023 11:00
0.025850718,6.779143796,13.62841777,0.00030296,11/01/2023 12:00
0.032862152,8.476843507,12.20495457,0.000296227,11/01/2023 13:00
0.025599088,7.264230731,13.5005379,0.00029457,11/01/2023 14:00
0.092349906,7.41397763,4.087396166,0.000305796,11/01/2023 15:00
0.00693609,7.929883999,47.78424964,0.000300868,11/01/2023 16:00
0.021346107,6.659879631,16.09201082,0.000301617,11/01/2023 17:00
0.056923341,6.634399828,6.117443543,0.00029841,11/01/2023 18:00
0.04427711,11.06972018,6.778287211,0.000205335,11/01/2023 19:00
0.100695167,11.29113186,3.497538907,0.000207839,11/01/2023 20:00
0.064039441,11.17497385,5.51199105,0.000196278,11/01/2023 21:00
0.038675251,10.92021724,10.38617185,0.000197436,11/01/2023 22:00
0.028172955,10.764969,13.85773316,0.000200273,11/01/2023 23:00
0.085384785,10.09734011,3.183425691,0.000194082,12/01/2023 00:00
0.083926641,10.62733859,5.09453573,0.000204287,12/01/2023 01:00
0.121916653,10.90784613,2.888991489,0.000198246,12/01/2023 02:00
0.115536998,9.403739766,2.708447481,0.000198278,12/01/2023 03:00
0.084468142,8.592541753,4.164416087,0.000202291,12/01/2023 04:00
0.298299828,9.007709671,0.470488063,0.000197405,12/01/2023 05:00
0.140668772,8.322520413,1.94517194,0.000196844,12/01/2023 06:00
0.140269147,13.506623,2.464382977,0.000102501,12/01/2023 07:00
0.068712014,13.37276497,4.549188486,9.66E-05,12/01/2023 08:00
0.119440055,12.48035579,2.492849155,0.000100865,12/01/2023 09:00
0.06608608,12.39437336,5.773816508,0.000101154,12/01/2023 10:00
0.162103179,12.2743739,2.035080169,9.96E-05,12/01/2023 11:00
0.044401326,11.29430115,7.368891223,0.000199382,12/01/2023 12:00
0.09752288,12.31401361,2.926445626,0.000197101,12/01/2023 13:00
0.066576909,11.37883068,4.982583968,0.000200261,12/01/2023 14:00
0.034709736,12.03290972,10.75064525,0.000201973,12/01/2023 15:00
0.022147792,10.57975054,14.87232336,0.000197607,12/01/2023 16:00
0.087580616,10.25608895,5.030490905,0.000204888,12/01/2023 17:00
0.080949459,10.77890724,4.696789111,0.000201628,12/01/2023 18:00
0.119508151,9.81368268,3.595572074,0.000203839,12/01/2023 19:00
0.113491206,8.919394465,3.704981044,0.000197375,12/01/2023 20:00
0.082906655,9.022149518,3.284307207,0.00020121,12/01/2023 21:00
0.297798528,8.329111851,0.934019497,0.000195013,12/01/2023 22:00
0.137011038,9.135665718,2.978352957,0.000198518,12/01/2023 23:00
0.030574161,8.436843609,11.74208022,0.000301403,13/01/2023 00:00
0.07542224,8.450148987,4.867305113,0.000302722,13/01/2023 01:00
0.128772067,9.276804413,1.976256907,0.00029248,13/01/2023 02:00
0.015373401,17.01137148,23.40566537,9.67E-05,13/01/2023 03:00
0.063860812,16.79440732,5.177784854,9.14E-05,13/01/2023 04:00
0.031660674,17.35482898,11.94236672,9.66E-05,13/01/2023 05:00
0.021662114,16.48964533,16.13793523,9.85E-05,13/01/2023 06:00
0.143580038,16.22917543,1.774922524,9.93E-05,13/01/2023 07:00
0.138383699,14.24553691,3.024133027,0.000102958,13/01/2023 08:00
0.1418115,13.61515594,1.234457928,0.00010217,13/01/2023 09:00
0.066512146,13.20372933,5.872792937,9.98E-05,13/01/2023 10:00
0.125111993,12.85297876,3.12556813,9.51E-05,13/01/2023 11:00
0.070271231,12.21172715,5.327216104,0.000103366,13/01/2023 12:00
0.158330206,10.83236993,3.026681897,0.000100157,13/01/2023 13:00
0.049114176,11.49263859,7.487010839,0.000203033,13/01/2023 14:00
0.099362801,11.74476676,4.187324522,0.000197047,13/01/2023 15:00
0.065003779,11.51758328,5.735911396,0.000201669,13/01/2023 16:00
0.035513194,11.22549388,10.80102702,0.000195543,13/01/2023 17:00
0.017460046,9.735840568,14.01311017,0.000197799,13/01/2023 18:00
0.087889341,9.688402462,4.49379802,0.000202178,13/01/2023 19:00
0.083099098,10.87502503,4.55352705,0.000200301,13/01/2023 20:00
0.123648248,9.717363404,3.443418469,0.000198766,13/01/2023 21:00
0.11620387,9.126015517,3.088055207,0.000199617,13/01/2023 22:00
0.088338635,9.192437771,4.091485604,0.000197312,13/01/2023 23:00
0.294367933,8.968797191,0.870502846,0.00019635,14/01/2023 00:00
0.092822828,7.241876774,3.928910214,0.000290769,14/01/2023 01:00
0.00813519,6.01284321,47.27898172,0.00029784,14/01/2023 02:00
0.020759738,8.343260534,16.34308203,0.000304163,14/01/2023 03:00
0.055821302,6.975606761,6.586624095,0.000299596,14/01/2023 04:00
0.103271024,7.661795075,3.546198363,0.000296809,14/01/2023 05:00
0.106100016,7.269327724,2.762502244,0.000299531,14/01/2023 06:00
0.090122075,7.378766357,3.576557268,0.000304657,14/01/2023 07:00
-0.000925701,6.726945516,128.2423533,0.00029865,14/01/2023 08:00
0.129493595,6.010357242,2.461151706,0.000295733,14/01/2023 09:00
0.119852736,6.623046668,2.522008293,0.00030549,14/01/2023 10:00
0.009114703,6.24056301,54.86302142,0.000293637,14/01/2023 11:00
0.146596629,6.322525553,2.087048211,0.000298507,14/01/2023 12:00
0.084952739,5.661363423,3.659190759,0.000302648,14/01/2023 13:00
0.03119701,5.505306386,10.0849043,0.000305087,14/01/2023 14:00
0.023346238,6.103059866,15.12490581,0.000301839,14/01/2023 15:00
0.107175338,5.368692703,3.272633013,0.000396017,14/01/2023 16:00
0.117183469,4.835836192,3.257330497,0.000397911,14/01/2023 17:00
0.010090288,4.777616322,67.0951684,0.000403998,14/01/2023 18:00
0.043607057,4.974519575,7.323977188,0.00040132,14/01/2023 19:00
0.100914183,5.323341882,4.294553136,0.000396438,14/01/2023 20:00
0.152294702,4.919400838,2.839728467,0.000399407,14/01/2023 21:00
0.009351247,4.536313964,66.95291255,0.000395821,14/01/2023 22:00
0.026261738,10.9553378,14.66628917,0.000194532,14/01/2023 23:00
0.084791276,10.72629677,3.986054288,0.000198621,15/01/2023 00:00
0.083645994,10.42606004,3.996097096,0.000198073,15/01/2023 01:00
0.121947559,10.31595265,3.023110935,0.000193775,15/01/2023 02:00
0.113462214,10.10461279,3.984491104,0.000202241,15/01/2023 03:00
0.084342643,10.37836942,4.572707033,0.00019982,15/01/2023 04:00
0.295611242,8.41424145,1.109667894,0.000199698,15/01/2023 05:00
0.139829502,8.12942784,2.217452611,0.000200332,15/01/2023 06:00
0.033152375,8.176208186,11.78749147,0.00029336,15/01/2023 07:00
0.074664687,7.886110257,5.171303798,0.00029935,15/01/2023 08:00
0.132848224,8.398303401,2.458995025,0.000303951,15/01/2023 09:00
0.175026061,8.70450862,1.98402286,0.000306156,15/01/2023 10:00
0.01252733,7.197680067,27.49984306,0.000296787,15/01/2023 11:00
0.021586591,6.94758062,13.93386521,0.000302563,15/01/2023 12:00
0.029103495,7.963290517,11.69703879,0.000299171,15/01/2023 13:00
0.022505202,7.36124568,13.07082861,0.000299323,15/01/2023 14:00
0.089415363,7.664914437,3.586777137,0.000297603,15/01/2023 15:00
0.067352121,11.56836608,5.788639743,9.49E-05,15/01/2023 16:00
0.161968366,11.51947157,2.386103124,9.79E-05,15/01/2023 17:00
0.04662995,11.20823146,6.508199655,0.000198737,15/01/2023 18:00
0.096006322,10.52477704,3.441953461,0.000195422,15/01/2023 19:00
0.062991731,10.29283988,5.286929334,0.000207671,15/01/2023 20:00
0.035463429,11.1387445,9.450451244,0.000203637,15/01/2023 21:00
0.022814996,9.735580382,15.02668335,0.000206146,15/01/2023 22:00
0.08343454,11.2293448,3.722751504,0.000195044,15/01/2023 23:00
0.079398413,10.3868779,3.890188092,0.000204454,16/01/2023 00:00
0.122935603,10.41797159,2.495785557,0.000198515,16/01/2023 01:00
0.114922999,9.299071563,2.700692955,0.000200361,16/01/2023 02:00
0.08685437,8.617670455,4.545798587,0.000196999,16/01/2023 03:00
0.234242784,49.96461109,0.757168359,7.81E-06,16/01/2023 04:00
0.082701105,44.27642218,3.061802884,6.60E-07,16/01/2023 05:00
0.023404051,42.97275048,7.503456807,5.35E-06,16/01/2023 06:00
0.135850651,32.76813391,1.32690025,-2.36E-06,16/01/2023 07:00
0.046635688,31.0948201,4.52348158,-5.68E-06,16/01/2023 08:00
0.031289263,30.58961413,7.612276858,0.000107178,16/01/2023 09:00
0.35169036,33.37321623,0.575405309,9.63E-05,16/01/2023 10:00
0.277534301,24.74784612,0.764092412,0.000105275,16/01/2023 11:00
0.134714019,22.77747753,1.931402725,0.000100353,16/01/2023 12:00
0.300296945,18.15179587,2.25093207,9.22E-05,16/01/2023 13:00
0.062873266,17.5809802,5.61942273,0.000101631,16/01/2023 14:00
0.014331651,17.46689172,22.68406816,9.95E-05,16/01/2023 15:00
0.057902962,17.3649346,6.492910646,9.57E-05,16/01/2023 16:00
0.031118825,17.2580226,12.56122986,0.000104961,16/01/2023 17:00
0.018913972,17.55077929,16.4819657,9.79E-05,16/01/2023 18:00
0.141016277,15.3779708,2.207322944,0.000101649,16/01/2023 19:00
0.136091278,14.30520743,2.353348619,9.61E-05,16/01/2023 20:00
0.141803178,13.54133307,1.719020138,0.000101894,16/01/2023 21:00
0.066130067,13.87324995,5.445174713,9.76E-05,16/01/2023 22:00
0.124097604,12.84390067,3.033818555,0.000100183,16/01/2023 23:00
0.066487827,12.68441345,4.951759148,0.000100016,17/01/2023 00:00
0.228505533,50.22806805,0.605206728,9.85E-06,17/01/2023 01:00
0.082935984,44.02706565,3.703623164,-4.47E-06,17/01/2023 02:00
0.029129397,43.45242534,8.769660899,-3.32E-06,17/01/2023 03:00
0.136144873,32.17777035,1.502135166,-4.21E-06,17/01/2023 04:00
0.045380455,31.23464378,5.721700768,-2.82E-06,17/01/2023 05:00
0.034508713,30.79409353,7.445300512,0.000101161,17/01/2023 06:00
0.353287895,33.6195364,0.414059888,9.51E-05,17/01/2023 07:00
0.281881693,24.14030135,2.056412938,0.000106432,17/01/2023 08:00
0.132081591,21.64490243,2.125181328,9.98E-05,17/01/2023 09:00
0.301235721,18.04371165,0.215962405,9.85E-05,17/01/2023 10:00
0.064456465,16.86278554,6.458783805,0.000105853,17/01/2023 11:00
0.016402682,17.16503314,22.37048858,9.46E-05,17/01/2023 12:00
